대여소_번호,대여소_ID,자치구,Capa,일평균_순유입량,순유입량_표준편차,반납_우세_비율(%),대여_우세_비율(%),과적/고갈_비율
102,ST-4,마포구,15,13.35,28.56,70.61,27.03,
103,ST-5,마포구,14,20.12,33.03,72.3,24.66,
104,ST-6,마포구,13,-16.27,23.97,22.64,71.96,
105,ST-7,마포구,5,-10.82,17.3,19.93,68.58,
106,ST-8,마포구,12,-12.09,25.06,25.68,70.61,
107,ST-9,마포구,5,18.19,25.14,73.31,21.96,
108,ST-10,마포구,10,5.42,16.59,61.82,31.42,
111,ST-15,마포구,10,-3.97,18.5,40.2,56.08,
113,ST-18,마포구,25,98.59,104.01,85.14,13.18,
114,ST-20,마포구,15,4.7,25.82,58.45,37.16,
115,ST-12,서대문구,15,-19.5,22.35,15.54,79.73,
117,ST-17,서대문구,23,0.31,27.66,45.95,48.65,
118,ST-19,마포구,9,-0.72,11.63,44.26,45.61,
119,ST-21,마포구,10,5.73,25.24,56.42,39.86,
120,ST-22,마포구,5,2.2,12.38,56.08,35.14,
121,ST-23,마포구,15,0.27,11.46,44.26,43.92,
122,ST-24,마포구,10,-0.09,12.83,45.27,47.97,
123,ST-25,서대문구,20,-0.94,23.84,45.61,49.66,
124,ST-26,마포구,35,-8.97,17.72,27.7,65.88,
126,ST-28,마포구,20,-1.05,10.66,42.57,48.99,
127,ST-29,마포구,9,-4.09,9.17,20.95,56.08,
128,ST-30,서대문구,20,0.86,14.15,48.99,43.24,
129,ST-31,마포구,10,-1.05,12.07,42.57,45.95,
130,ST-32,마포구,10,-0.92,15.43,41.55,51.69,
131,ST-33,서대문구,20,20.43,31.48,74.66,22.64,
133,ST-35,서대문구,15,20.56,31.51,75.0,21.96,
134,ST-36,서대문구,8,2.58,12.49,53.72,38.85,
135,ST-37,서대문구,10,1.89,9.61,51.69,36.82,
137,ST-39,서대문구,10,-10.76,15.7,12.84,68.92,
138,ST-40,서대문구,10,-0.69,9.81,43.24,43.58,
139,ST-43,서대문구,10,-6.03,12.07,21.96,58.78,
140,ST-41,서대문구,22,1.41,11.5,46.62,41.89,
141,ST-42,서대문구,10,-14.14,16.84,12.5,78.38,
142,ST-200,마포구,11,-1.34,14.78,41.89,50.34,
143,ST-201,마포구,9,29.64,27.43,87.16,11.15,
145,ST-203,마포구,9,39.06,34.56,91.22,6.76,
146,ST-204,마포구,12,17.25,28.61,73.65,22.97,
147,ST-205,마포구,7,53.49,46.51,93.58,5.07,
148,ST-206,마포구,11,4.77,20.39,54.73,40.54,
150,ST-207,마포구,15,1.8,17.78,53.38,39.53,
153,ST-210,마포구,10,-0.58,22.07,48.31,48.99,
154,ST-211,마포구,13,31.73,32.16,86.49,11.82,
155,ST-212,마포구,15,-7.85,20.53,31.42,63.51,
156,ST-213,마포구,10,13.77,22.63,69.59,23.31,
157,ST-214,마포구,12,15.11,27.25,72.3,24.66,
159,ST-216,서대문구,5,-11.0,16.61,12.5,60.47,
160,ST-217,서대문구,13,-9.81,14.21,19.26,69.93,
161,ST-218,서대문구,8,-1.39,6.52,31.08,44.59,
162,ST-219,서대문구,15,-44.39,32.63,1.35,96.96,
163,ST-220,서대문구,6,-3.61,12.49,33.11,47.64,
164,ST-221,서대문구,10,-8.73,14.85,24.66,65.54,
165,ST-222,서대문구,20,-18.08,23.58,15.54,79.73,
166,ST-223,서대문구,20,0.24,27.76,45.61,51.35,
167,ST-224,서대문구,15,-36.95,26.39,2.03,93.92,
169,ST-226,서대문구,10,-3.44,12.69,35.81,54.73,
170,ST-227,서대문구,10,0.47,20.05,50.0,45.61,
171,ST-228,서대문구,10,1.06,10.25,47.64,38.18,
173,ST-230,서대문구,8,-0.12,8.83,40.88,42.91,
175,ST-231,서대문구,20,-0.62,16.71,45.61,47.3,
176,ST-555,서대문구,10,1.2,23.69,47.3,47.64,
177,ST-345,서대문구,8,4.73,16.21,59.12,34.46,
178,ST-349,서대문구,10,5.82,24.87,55.07,40.88,
179,ST-232,서대문구,14,0.22,19.53,44.59,49.32,
180,ST-233,서대문구,10,-15.71,19.28,15.88,76.69,
181,ST-339,마포구,15,0.0,14.45,45.27,48.99,
182,ST-340,마포구,9,-4.94,17.62,38.18,57.43,
183,ST-341,마포구,15,-7.29,29.17,36.15,61.15,
184,ST-342,마포구,9,23.96,31.65,78.04,19.93,
185,ST-343,마포구,15,-12.21,20.49,20.61,75.34,
186,ST-344,마포구,40,-2.25,28.23,40.88,54.05,
188,ST-346,서대문구,9,0.2,12.68,46.96,41.89,
191,ST-347,서대문구,10,19.28,20.75,84.12,11.49,
192,ST-348,서대문구,10,-0.09,11.81,42.23,44.26,
194,ST-350,서대문구,10,5.03,23.03,51.01,43.58,
195,ST-351,서대문구,10,-2.18,12.85,39.19,51.69,
196,ST-352,서대문구,10,-3.08,10.41,34.12,55.74,
198,ST-354,서대문구,15,-1.64,8.8,35.47,49.66,
199,ST-443,마포구,30,-36.1,29.65,3.04,94.93,
200,ST-45,영등포구,18,-1.43,8.15,28.38,32.43,
201,ST-46,영등포구,15,-2.02,23.01,37.5,52.36,
202,ST-47,영등포구,30,2.57,61.92,45.95,49.32,
203,ST-51,영등포구,15,3.13,23.08,52.03,41.22,
204,ST-50,영등포구,13,-3.42,21.58,34.46,54.05,
205,ST-52,영등포구,20,-1.68,28.27,42.57,51.35,
206,ST-53,영등포구,35,-8.44,41.98,32.77,61.82,
207,ST-73,영등포구,46,-33.23,71.68,26.35,72.3,
209,ST-55,영등포구,12,30.64,56.9,76.69,20.61,
211,ST-57,영등포구,13,0.0,0.0,0.0,0.0,
212,ST-58,영등포구,10,,,,,
213,ST-59,영등포구,19,-29.82,38.91,16.89,78.04,
214,ST-60,영등포구,21,-1.0,30.67,42.23,45.27,
215,ST-64,영등포구,10,3.3,26.29,53.04,43.24,
217,ST-66,영등포구,15,7.29,49.75,53.72,42.91,
219,ST-62,영등포구,12,2.31,24.29,50.34,43.58,
220,ST-63,영등포구,30,-5.79,19.79,37.5,56.42,
221,ST-67,영등포구,10,-3.36,21.8,40.2,53.72,
222,ST-68,영등포구,12,3.29,19.82,58.78,37.84,
223,ST-69,영등포구,20,-7.64,19.01,33.45,58.78,
224,ST-70,영등포구,20,-0.54,22.31,49.66,45.95,
225,ST-71,영등포구,26,-15.31,27.1,24.32,69.93,
226,ST-72,영등포구,19,-21.12,33.16,22.3,72.64,
227,ST-277,영등포구,20,6.26,27.93,54.39,41.55,
228,ST-278,영등포구,10,7.4,31.24,53.72,42.91,
229,ST-279,영등포구,25,1.82,29.96,43.24,51.01,
230,ST-413,영등포구,13,-12.14,44.62,40.88,55.74,
231,ST-280,영등포구,10,4.3,20.8,55.74,37.84,
232,ST-281,영등포구,20,-5.01,28.57,38.51,57.77,
233,ST-282,영등포구,10,7.43,21.45,56.08,37.16,
235,ST-284,영등포구,10,-2.6,13.45,39.86,53.38,
236,ST-285,영등포구,10,17.61,38.33,70.27,28.04,
237,ST-286,동작구,20,13.15,28.48,61.49,34.12,
238,ST-287,영등포구,10,-7.56,21.81,31.08,63.51,
239,ST-288,영등포구,20,-6.08,20.87,38.18,57.09,
240,ST-289,영등포구,10,-20.21,35.22,24.66,68.92,
241,ST-290,영등포구,10,-0.25,25.47,42.57,52.03,
242,ST-291,영등포구,15,-45.86,31.21,2.36,93.58,
243,ST-292,영등포구,15,5.68,29.49,55.74,40.88,
244,ST-293,영등포구,20,-12.28,25.01,26.69,70.27,
245,ST-294,영등포구,14,0.62,23.48,48.65,48.31,
247,ST-295,영등포구,14,0.64,38.55,45.95,51.69,
248,ST-296,영등포구,10,-3.67,21.33,35.47,50.68,
249,ST-297,영등포구,16,-1.48,24.91,36.82,52.7,
250,ST-298,영등포구,10,-3.22,14.39,35.14,56.76,
251,ST-299,영등포구,10,-11.29,18.51,22.64,70.61,
252,ST-300,영등포구,10,19.72,24.35,82.09,15.54,
253,ST-301,영등포구,10,,,,,
254,ST-302,영등포구,10,10.11,24.99,58.11,36.15,
255,ST-303,영등포구,15,0.95,23.59,52.36,42.91,
256,ST-304,영등포구,10,-3.38,21.36,38.51,56.08,
258,ST-306,영등포구,14,1.15,27.53,57.77,39.53,
259,ST-307,영등포구,17,9.83,53.86,57.09,40.2,
260,ST-414,영등포구,15,-3.36,12.44,33.45,51.35,
263,ST-417,영등포구,12,9.16,33.17,55.07,39.86,
264,ST-418,영등포구,15,-23.58,28.59,16.55,78.72,
265,ST-419,영등포구,11,-8.45,21.94,32.43,61.49,
266,ST-420,영등포구,10,-4.08,18.71,36.82,58.11,
267,ST-421,영등포구,10,-10.59,23.49,34.12,62.16,
268,ST-422,영등포구,6,0.58,18.58,50.0,44.26,
270,ST-424,영등포구,10,-1.14,20.07,41.22,50.0,
271,ST-425,영등포구,10,-19.01,21.7,14.86,78.72,
272,ST-426,영등포구,20,12.01,53.15,57.09,40.54,
275,ST-1320,영등포구,10,7.08,32.58,50.68,46.62,
276,ST-1321,영등포구,10,-1.22,23.16,44.59,50.34,
278,ST-1323,영등포구,10,-16.34,33.7,26.35,71.62,
279,ST-1353,영등포구,15,-26.19,33.25,15.2,80.74,
280,ST-1539,영등포구,10,4.46,41.14,51.01,46.28,
281,ST-1540,영등포구,8,-1.57,15.33,39.19,54.05,
282,ST-1541,영등포구,10,5.95,16.51,62.16,31.08,
283,ST-1649,영등포구,15,-16.23,42.12,32.43,64.53,
284,ST-1650,영등포구,16,-25.73,35.72,26.01,71.62,
285,ST-1651,영등포구,14,10.93,18.84,67.57,26.35,
286,ST-1652,영등포구,12,7.06,18.41,60.47,36.15,
287,ST-1653,영등포구,10,-0.16,27.2,48.65,47.97,
288,ST-1677,영등포구,10,1.49,15.41,50.34,42.91,
289,ST-1697,영등포구,10,7.01,20.11,58.78,36.49,
290,ST-1698,영등포구,12,-6.62,26.9,37.5,59.46,
291,ST-1699,영등포구,14,0.24,36.06,44.93,48.99,
292,ST-1700,영등포구,10,-4.69,28.98,41.55,53.38,
293,ST-1701,영등포구,15,-23.91,41.54,22.3,76.01,
295,ST-1967,영등포구,10,-0.54,12.12,43.24,47.97,
296,ST-1968,영등포구,20,-8.38,33.66,38.85,59.12,
297,ST-1969,영등포구,10,-1.53,7.7,30.07,41.22,
298,ST-1970,영등포구,25,-14.51,24.49,17.23,67.91,
299,ST-1971,영등포구,10,-3.13,11.91,30.51,51.19,
300,ST-116,중구,6,-4.15,13.64,37.16,50.68,
301,ST-117,종로구,20,-33.23,36.33,7.77,84.12,
302,ST-118,종로구,12,-7.11,29.48,34.12,57.77,
303,ST-119,종로구,8,-13.56,27.51,29.05,60.14,
305,ST-121,종로구,16,-7.94,33.47,41.55,52.7,
307,ST-123,종로구,11,-3.39,15.33,30.74,51.01,
308,ST-124,종로구,31,-10.61,40.57,33.78,58.11,
309,ST-125,종로구,13,-18.25,27.41,16.55,64.53,
310,ST-126,중구,8,-15.5,27.61,27.7,63.51,
314,ST-130,종로구,10,0.78,13.12,46.96,41.55,
316,ST-132,종로구,8,-7.8,20.51,33.78,57.77,
318,ST-134,중구,10,-0.7,14.57,40.88,50.68,
320,ST-136,중구,17,-0.71,15.21,40.2,47.64,
321,ST-137,중구,15,1.66,14.79,46.78,36.61,
322,ST-138,중구,10,-2.66,10.22,33.56,51.19,
324,ST-140,중구,8,2.44,14.29,49.32,37.5,
326,ST-142,종로구,15,-24.96,34.21,16.89,69.26,
327,ST-143,종로구,10,0.08,17.42,45.95,47.3,
328,ST-144,종로구,11,-2.53,10.77,29.73,43.24,
329,ST-145,종로구,8,-19.39,34.66,30.07,62.5,
331,ST-147,중구,10,2.61,13.19,50.34,37.16,
332,ST-148,중구,5,-0.32,7.9,39.53,44.93,
334,ST-150,종로구,10,-2.76,19.36,40.54,48.99,
335,ST-151,종로구,10,-0.02,17.96,42.91,48.65,
336,ST-152,중구,8,-3.99,13.85,37.5,52.36,
337,ST-153,종로구,5,1.89,10.94,46.96,39.19,
338,ST-154,종로구,18,-0.18,8.51,41.22,40.54,
339,ST-155,종로구,10,-4.56,14.93,36.15,57.09,
340,ST-156,종로구,8,2.77,20.93,52.36,41.22,
341,ST-157,종로구,8,-0.68,12.96,48.65,44.26,
342,ST-158,종로구,22,-3.47,22.05,40.2,55.07,
343,ST-159,종로구,6,-1.97,15.75,42.91,50.68,
344,ST-160,종로구,10,-5.72,14.12,30.74,58.11,
345,ST-161,종로구,18,7.65,20.47,60.14,34.12,
346,ST-162,중구,10,0.24,20.08,47.97,44.59,
347,ST-163,중구,18,-2.54,12.61,40.54,51.01,
348,ST-183,종로구,14,-23.9,25.32,12.84,83.11,
349,ST-165,종로구,5,-0.97,10.33,35.47,53.04,
351,ST-167,종로구,5,-6.39,13.1,29.05,63.51,
352,ST-168,종로구,10,-10.45,12.77,12.5,72.64,
353,ST-169,종로구,8,-2.08,12.28,33.78,48.65,
354,ST-170,종로구,10,-30.95,31.77,11.15,84.12,
355,ST-171,종로구,15,-1.64,17.81,40.88,54.05,
356,ST-172,종로구,15,-1.42,14.33,42.91,50.0,
358,ST-173,종로구,13,-0.7,11.55,41.22,47.3,
359,ST-174,종로구,8,7.02,17.02,60.81,31.08,
361,ST-175,종로구,10,15.88,29.91,69.26,26.35,
362,ST-176,종로구,10,5.65,26.93,55.74,41.89,
363,ST-177,종로구,13,9.28,27.29,59.12,37.16,
364,ST-178,종로구,8,-6.64,16.13,32.09,61.49,
367,ST-180,종로구,13,-31.04,34.71,13.18,83.45,
368,ST-181,종로구,15,7.33,27.68,53.72,35.81,
370,ST-185,중구,24,-17.74,32.25,22.3,68.92,
371,ST-186,중구,10,-0.76,9.66,42.57,45.27,
372,ST-187,중구,10,-0.26,10.66,44.59,45.95,
374,ST-189,중구,12,6.3,17.39,59.8,32.77,
379,ST-194,중구,7,0.53,14.27,46.62,44.59,
380,ST-195,중구,8,10.56,18.6,66.22,26.69,
381,ST-196,중구,15,-3.13,7.01,16.27,49.15,
382,ST-197,중구,7,1.46,9.01,51.35,35.81,
383,ST-198,중구,22,11.47,31.99,65.54,31.42,
384,ST-199,중구,10,-1.03,12.79,39.19,48.99,
385,ST-336,종로구,10,2.2,16.69,49.66,40.2,
387,ST-338,중구,10,-5.23,16.87,34.8,56.76,
388,ST-444,종로구,10,-0.21,8.78,38.85,43.24,
389,ST-943,중구,10,-0.24,13.78,43.92,47.3,
390,ST-944,중구,12,-2.01,10.66,36.15,51.35,
391,ST-977,중구,8,0.33,12.78,40.54,45.95,
393,ST-1372,종로구,12,6.38,22.56,57.09,36.49,
394,ST-1373,종로구,15,3.7,20.84,51.69,42.23,
395,ST-1374,종로구,8,2.28,23.73,46.62,46.96,
397,ST-1432,종로구,13,-2.8,10.03,32.77,56.08,
398,ST-1435,중구,8,0.59,21.54,46.13,48.82,
399,ST-1436,중구,15,-32.56,32.11,8.45,88.18,
400,ST-110,마포구,14,5.22,26.79,52.36,43.92,
401,ST-76,마포구,13,1.73,21.11,48.65,44.59,
402,ST-77,마포구,20,-4.01,15.15,35.81,56.08,
403,ST-78,마포구,20,-45.95,34.27,1.69,96.62,
405,ST-80,마포구,8,-1.52,13.31,40.54,49.32,
406,ST-81,마포구,15,-1.04,13.83,42.23,48.31,
407,ST-83,마포구,8,2.55,17.84,52.7,41.55,
408,ST-84,마포구,14,-1.62,15.72,42.57,47.3,
409,ST-86,마포구,30,4.66,31.93,54.73,37.16,
410,ST-88,마포구,10,-8.83,13.19,14.53,72.97,
411,ST-90,마포구,10,5.91,24.81,56.08,37.5,
412,ST-91,마포구,21,0.37,20.06,50.68,43.92,
413,ST-92,마포구,10,-1.53,15.53,41.55,52.7,
414,ST-94,마포구,8,14.71,25.09,69.26,26.69,
415,ST-95,마포구,10,-13.14,34.04,33.11,63.18,
416,ST-96,마포구,12,-26.73,23.81,4.73,90.88,
417,ST-93,마포구,20,-11.18,22.78,30.41,64.86,
418,ST-89,마포구,20,-3.42,23.58,42.57,51.69,
419,ST-87,마포구,21,-21.47,28.16,19.59,77.36,
420,ST-85,마포구,37,-15.47,35.09,21.96,72.64,
421,ST-82,마포구,8,-3.3,16.26,38.18,55.07,
422,ST-968,마포구,9,-0.08,11.09,41.22,47.3,
424,ST-990,마포구,15,-2.72,12.34,41.55,48.65,
425,ST-991,마포구,10,-0.65,8.35,34.46,42.23,
426,ST-992,마포구,10,19.33,21.24,83.45,14.53,
427,ST-1397,마포구,10,11.8,24.16,66.55,29.05,
428,ST-1437,중구,10,-3.96,11.06,25.68,58.11,
429,ST-1438,중구,8,-2.28,6.11,22.71,52.54,
430,ST-1439,중구,6,4.0,13.18,56.08,37.16,
431,ST-1440,중구,25,2.04,30.64,49.32,47.97,
432,ST-1494,마포구,10,-18.55,18.96,3.72,84.12,
433,ST-1668,중구,12,-17.71,32.99,28.72,65.54,
434,ST-1669,중구,10,-45.38,30.69,0.68,96.28,
435,ST-1670,중구,10,-1.95,9.23,31.76,43.58,
436,ST-1675,마포구,10,-37.71,29.07,2.7,89.19,
437,ST-1691,마포구,12,6.29,16.94,60.47,33.11,
438,ST-1692,마포구,15,-15.06,23.8,20.95,75.34,
440,ST-1754,마포구,15,-5.36,17.54,30.07,60.81,
441,ST-1761,중구,15,0.45,16.23,44.93,44.59,
442,ST-1768,중구,13,1.17,12.5,51.35,40.2,
443,ST-1769,중구,9,1.9,8.06,42.91,29.39,
445,ST-1771,중구,15,-4.01,18.31,37.5,50.34,
446,ST-938,종로구,13,-4.86,12.32,28.04,62.84,
447,ST-939,종로구,6,-0.67,5.87,35.81,39.19,
449,ST-941,종로구,10,-14.07,11.31,0.34,93.92,
450,ST-978,종로구,51,-30.59,30.71,8.11,82.09,
451,ST-979,종로구,8,-7.38,11.17,13.18,64.53,
452,ST-1605,종로구,13,0.86,13.1,50.0,42.91,
453,ST-1606,종로구,10,-0.69,15.23,45.61,48.99,
454,ST-1607,종로구,13,0.34,13.83,46.96,40.54,
455,ST-1608,종로구,8,3.28,14.73,51.01,41.22,
456,ST-1609,종로구,10,7.18,19.95,60.47,34.12,
457,ST-1610,종로구,10,2.33,14.57,51.35,40.88,
458,ST-1611,종로구,21,-13.1,31.24,30.07,60.47,
461,ST-1619,종로구,10,-2.5,13.64,32.77,52.03,
464,ST-1756,종로구,10,-3.84,12.82,34.46,58.11,
465,ST-1759,종로구,5,-8.71,12.05,6.43,61.85,
466,ST-1772,중구,13,-8.25,17.1,20.61,56.76,
467,ST-1773,중구,11,1.65,12.81,50.34,35.47,
468,ST-1774,중구,8,-0.52,11.78,41.89,41.22,
469,ST-1775,중구,11,-2.02,6.5,27.03,49.66,
470,ST-1776,중구,13,-2.6,8.81,26.01,47.3,
471,ST-1777,중구,10,-1.31,9.17,38.85,46.62,
472,ST-1778,중구,12,-2.49,19.74,34.46,50.0,
473,ST-1779,중구,20,-4.77,17.58,38.51,55.74,
474,ST-1780,중구,40,-28.29,32.94,14.53,81.76,
475,ST-1781,중구,21,-11.56,31.28,34.46,64.19,
476,ST-1782,중구,10,0.13,13.84,50.34,40.88,
477,ST-1783,중구,10,-35.45,25.56,1.01,96.28,
479,ST-1785,중구,8,-1.25,8.5,32.43,48.31,
480,ST-1786,중구,8,-0.61,9.56,41.89,43.58,
483,ST-1789,중구,12,-6.17,12.27,20.61,56.42,
485,ST-1791,중구,10,3.95,21.7,52.03,42.91,
486,ST-2019,종로구,5,-5.05,7.19,12.84,68.58,
488,ST-2147,마포구,10,4.56,21.02,54.73,41.22,
489,ST-2148,마포구,10,-6.72,14.03,22.97,64.19,
490,ST-2149,마포구,23,-2.41,25.1,43.92,51.01,
491,ST-2150,마포구,10,-5.38,13.34,34.12,56.42,
493,ST-2152,마포구,7,2.61,15.12,53.04,40.88,
494,ST-2153,마포구,5,-0.01,10.31,44.26,42.91,
495,ST-2154,마포구,10,21.07,23.69,83.78,12.16,
497,ST-2156,마포구,25,-57.0,43.33,2.03,96.96,
498,ST-2157,마포구,10,13.76,23.64,72.64,24.66,
500,ST-97,광진구,7,-16.75,24.32,21.62,73.65,
501,ST-98,광진구,30,-18.48,29.74,28.04,68.92,
502,ST-99,광진구,33,52.7,75.32,76.35,21.62,
505,ST-102,광진구,12,-11.18,22.3,28.72,65.54,
506,ST-103,성동구,7,4.1,19.22,54.73,37.5,
508,ST-105,성동구,10,-17.49,34.77,32.77,64.53,
510,ST-107,성동구,15,0.93,16.95,47.64,44.93,
511,ST-108,성동구,16,-0.51,12.48,45.61,46.96,
512,ST-109,성동구,15,-0.54,20.69,46.96,48.31,
513,ST-111,성동구,13,-1.58,13.96,39.53,51.01,
514,ST-112,성동구,12,3.18,24.3,48.31,45.61,
515,ST-113,광진구,15,-8.33,15.05,22.22,61.11,
516,ST-114,광진구,10,-3.27,25.67,44.26,50.34,
518,ST-234,성동구,20,0.75,17.42,47.3,44.26,
519,ST-235,성동구,20,-10.78,18.15,24.32,68.24,
520,ST-236,성동구,7,-10.1,16.98,22.64,72.64,
521,ST-237,성동구,14,0.16,18.21,45.95,48.31,
522,ST-238,성동구,9,0.53,8.9,44.26,42.57,
523,ST-239,성동구,7,-3.81,6.34,13.13,56.57,
524,ST-240,성동구,10,-0.92,10.46,38.51,47.64,
525,ST-241,성동구,20,-19.45,26.46,18.58,77.03,
526,ST-242,성동구,10,5.05,19.45,54.39,38.51,
529,ST-243,성동구,8,-12.01,39.38,37.84,59.46,
530,ST-244,성동구,9,14.79,30.2,69.26,26.01,
533,ST-245,성동구,7,12.64,13.64,81.42,13.18,
534,ST-246,성동구,10,-0.08,8.97,41.89,44.59,
535,ST-247,성동구,11,-21.28,20.84,9.12,84.8,
536,ST-248,성동구,8,2.68,15.99,55.41,39.53,
537,ST-249,성동구,10,1.76,15.77,52.03,38.18,
539,ST-252,광진구,10,-2.57,21.03,39.53,55.41,
540,ST-253,광진구,8,-0.2,31.15,49.66,46.62,
542,ST-254,광진구,19,-1.83,18.14,41.22,54.39,
543,ST-255,광진구,20,6.51,29.28,54.73,42.57,
544,ST-256,광진구,20,4.51,18.45,55.41,37.84,
546,ST-257,광진구,8,-1.67,21.08,45.61,50.34,
548,ST-258,광진구,20,5.43,36.41,51.01,44.59,
549,ST-259,광진구,10,-7.02,24.36,37.84,57.43,
550,ST-1747,성동구,20,-22.82,27.23,0.0,91.89,
551,ST-377,광진구,13,4.49,24.95,53.38,37.84,
552,ST-378,광진구,9,4.78,17.24,58.78,34.12,
553,ST-379,광진구,19,7.83,21.55,60.81,34.46,
555,ST-381,광진구,9,-1.36,10.96,41.89,46.28,
556,ST-357,성동구,14,2.4,11.76,43.79,28.62,
557,ST-358,성동구,10,11.66,20.71,71.28,25.0,
558,ST-359,성동구,20,-4.46,19.54,36.49,58.78,
559,ST-360,성동구,13,5.48,20.37,55.41,39.19,
560,ST-361,성동구,8,-1.12,27.64,47.64,48.65,
561,ST-362,성동구,10,1.02,13.2,53.72,40.54,
563,ST-364,성동구,10,19.66,34.53,67.57,27.7,
564,ST-365,성동구,10,-3.81,7.19,20.48,59.39,
565,ST-366,성동구,19,17.43,35.39,61.15,27.36,
568,ST-369,성동구,14,11.12,30.18,64.53,33.45,
569,ST-370,성동구,10,-3.23,9.85,28.47,50.85,
571,ST-382,광진구,20,-0.72,13.95,46.28,43.92,
573,ST-384,광진구,10,-1.57,25.24,44.26,52.36,
574,ST-385,광진구,45,-79.55,52.81,1.35,97.97,
575,ST-386,광진구,10,-10.21,14.72,20.27,69.59,
576,ST-387,광진구,10,6.01,24.12,58.11,37.16,
577,ST-388,광진구,10,4.23,20.34,60.14,36.15,
578,ST-371,성동구,8,0.32,15.86,44.93,47.64,
579,ST-372,성동구,8,2.73,17.17,49.32,43.58,
582,ST-375,성동구,10,3.15,14.09,55.74,38.85,
583,ST-376,성동구,20,26.05,40.33,73.99,24.66,
584,ST-445,광진구,20,-60.74,61.3,8.78,89.53,
585,ST-446,성동구,9,14.38,29.14,66.22,31.42,
586,ST-447,성동구,10,6.62,18.53,63.85,31.42,
587,ST-482,성동구,10,9.53,29.02,60.14,33.78,
588,ST-483,광진구,20,2.81,23.32,53.72,42.91,
589,ST-506,성동구,8,-2.78,19.41,38.85,54.73,
590,ST-972,광진구,20,7.32,18.52,60.14,32.09,
591,ST-973,광진구,5,6.98,29.82,56.42,30.41,
592,ST-974,광진구,30,27.27,40.99,73.99,19.59,
593,ST-980,광진구,8,12.61,33.95,66.55,31.76,
594,ST-967,성동구,15,6.03,19.2,65.2,30.07,
600,ST-260,동대문구,10,-0.17,8.77,42.23,39.86,
602,ST-262,동대문구,10,39.03,37.85,86.15,12.16,
605,ST-265,동대문구,8,2.64,15.67,50.68,42.57,
606,ST-266,동대문구,15,2.52,11.57,55.07,31.76,
607,ST-267,동대문구,15,3.48,14.8,52.36,40.88,
608,ST-268,동대문구,10,-2.36,11.11,35.47,47.64,
609,ST-269,동대문구,30,0.01,23.03,48.99,46.28,
610,ST-270,동대문구,10,-4.78,18.75,37.16,58.45,
612,ST-271,동대문구,20,11.65,26.73,65.54,30.41,
613,ST-272,동대문구,8,9.69,21.6,62.5,30.41,
614,ST-273,동대문구,23,4.64,25.06,55.07,41.55,
615,ST-274,동대문구,25,10.0,24.46,62.16,34.46,
616,ST-275,동대문구,10,-14.08,17.66,8.78,70.27,
617,ST-276,동대문구,20,3.92,19.27,57.77,37.16,
621,ST-389,동대문구,8,-11.71,17.74,21.28,68.92,
622,ST-390,동대문구,15,11.7,23.22,68.58,28.04,
623,ST-391,동대문구,25,-56.5,46.38,2.03,91.89,
624,ST-392,동대문구,10,11.58,27.59,68.92,27.36,
626,ST-394,동대문구,17,0.19,22.81,47.64,48.31,
627,ST-395,동대문구,10,1.23,20.46,49.66,45.95,
628,ST-396,동대문구,15,4.68,15.87,59.8,34.8,
630,ST-397,동대문구,15,8.26,21.86,62.16,35.14,
631,ST-398,동대문구,15,24.14,36.42,74.66,22.97,
633,ST-400,동대문구,8,11.16,24.34,68.58,28.38,
634,ST-401,동대문구,24,0.67,21.48,52.7,42.91,
635,ST-402,동대문구,12,-2.44,18.47,40.2,54.39,
636,ST-403,동대문구,9,5.37,14.77,64.19,29.05,
637,ST-404,동대문구,10,-20.49,23.06,13.85,82.77,
638,ST-405,동대문구,10,-7.97,14.43,23.65,66.55,
639,ST-406,동대문구,14,-9.83,13.92,16.22,70.95,
640,ST-407,동대문구,6,15.16,21.23,76.01,18.92,
641,ST-408,동대문구,10,13.08,25.68,69.93,25.0,
642,ST-409,동대문구,9,6.05,26.02,57.43,38.85,
643,ST-410,동대문구,10,28.95,36.09,79.39,17.91,
648,ST-1300,동대문구,15,5.32,32.04,55.41,39.53,
650,ST-1302,동대문구,20,-12.11,19.27,23.65,71.28,
652,ST-1447,동대문구,10,1.31,15.15,54.05,36.49,
654,ST-1449,동대문구,10,-18.84,22.17,15.88,80.07,
656,ST-1628,동대문구,10,7.8,19.21,66.22,28.72,
657,ST-1629,동대문구,13,6.92,31.51,63.18,33.78,
661,ST-1625,동대문구,15,-3.51,17.5,37.16,54.73,
663,ST-1671,동대문구,10,4.29,24.19,53.72,41.55,
664,ST-1758,동대문구,10,-6.29,12.18,22.3,60.81,
665,ST-2265,동대문구,11,9.09,14.67,69.26,21.28,
666,ST-2266,동대문구,20,-1.0,13.11,38.85,50.34,
667,ST-2267,동대문구,7,-10.14,16.27,20.95,70.61,
669,ST-2269,동대문구,10,3.67,21.84,53.38,41.89,
670,ST-2270,동대문구,9,18.28,34.07,68.92,28.04,
671,ST-2271,동대문구,10,-1.16,10.38,40.54,48.65,
672,ST-2272,동대문구,17,5.95,15.42,62.84,31.76,
673,ST-2273,동대문구,10,-5.41,14.89,33.45,58.11,
674,ST-2274,동대문구,15,3.05,21.33,56.42,37.16,
676,ST-2276,동대문구,9,0.76,13.29,46.96,45.61,
678,ST-2278,동대문구,21,26.42,34.19,83.45,13.85,
